file	sha256	original_artifact	original_sha256	rows	retained_columns	removed_columns	identifier_action	local_path_cells_sanitized	numerical_values_unchanged	redistribution_basis
derived_data/publication_source_tables/S14_01.tsv	5cb684d8849355ca01b95792a2c934781e4b7d9c93eec4b8b53794114ba15b98	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S14_01.tsv	5cb684d8849355ca01b95792a2c934781e4b7d9c93eec4b8b53794114ba15b98	1	paper_id | signature_name | derivation_type | af35_gene_n | published_gene_n | overlap_gene_n | overlap_genes | jaccard_index | ERP117672_AF35_signature_spearman | GSE302495_AF35_signature_spearman | ERP117672_signature_broad_immune_spearman | GSE302495_signature_broad_immune_spearman | ERP117672_signature_frozen_IFNg_spearman | GSE302495_signature_frozen_IFNg_spearman | near_duplicate_gene_rule | near_duplicate_score_rule | near_duplicate_predefined_flag | outcome_joined		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S14_02.tsv	677e10da928c33d64e9111182cccd7b8982447f5021c11dc64ee59021238f9f2	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S14_02.tsv	677e10da928c33d64e9111182cccd7b8982447f5021c11dc64ee59021238f9f2	2	dataset | comparator_paper_id | comparator | candidate | base_formula | candidate_formula | n | n_R | n_NR | parameters_excluding_intercept | events_per_parameter | af35_conditional_beta | af35_conditional_or_per_sd | conditional_ci_low | conditional_ci_high | conditional_profile_p | coefficient_direction | convergence | convergence_max | loo_af35_coefficient_positive_fraction | loo_af35_coefficient_same_direction_fraction | loo_fit_success_n | loo_total_n | model_warning | model_scope | biological_replicate		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S14_03.tsv	0031c83a37bea203089c47e4f0e972baac9d37b73728fbd7d8872fe93a268c57	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S14_03.tsv	0031c83a37bea203089c47e4f0e972baac9d37b73728fbd7d8872fe93a268c57	2	dataset | comparator_paper_id | comparator | candidate | variable | variable_role | n | n_R | n_NR | R_mean | NR_mean | R_minus_NR | hedges_g | hedges_g_ci_low | hedges_g_ci_high | bootstrap_draws | firth_or_per_sd | firth_ci_low | firth_ci_high | firth_p | firth_converged | firth_convergence_max | permutation_p_two_sided | permutation_method | permutation_allocations_or_draws | loo_hedges_g_min | loo_hedges_g_max | loo_positive_fraction | loo_same_direction_fraction | biological_replicate | seed | residualization_timing | residualization_role		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S15_01.tsv	79579b7e7b6fcd76389e2d8dcd2cd83ab065ecb785ac10c147cd74b43c887060	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S15_01.tsv	c654420513c47a16404aa44e0cc52387eee0be1eda09f5a801d7bf55ea811437	93	relative_path | bytes | sha256 | role | verification_status		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S15_02.tsv	b8be5182fe399889f011d4a9311e1e292f9662ec04f17efc07a4f770f13fbd28	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S15_02.tsv	d31d775be6b8f4353c59c7d9e511f57df6520e02fcb478b2b903c6e40990a034	34	relative_path | bytes | sha256 | exists | verification_status		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S15_03.tsv	ea634dbfcc42104f4da1891b4ac736a75d50c26cb663c4e130825b5e19a8d95b	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S15_03.tsv	e5f4154818d873dfbcab6d611f6b1fcad33a1b7de87c72f0c6666b1638f776e2	51	path | bytes | sha256 | included_as_evidence | verification_status | note		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S15_04.tsv	6ec30fd5e6119403b7f671397a579370820531acc8e5b2bee06822cfdb587fb1	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S15_04.tsv	6bb90d6bd729581ca475ec4771867affb28b35b49feae3906924487d2e3704af	12	package | version | library		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S15_05.tsv	08d1ed688c8246309cf94faf7685e43c19d40e5fc3e2cae6573637d46ceeaec3	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S15_05.tsv	3533013ea1d8829efdd73acf9115bc6a8d372215a3823fb76e0bce03e60b8d5a	7	module | software | version | source | scope		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/S15_06.tsv	a8b6bbdc57c79da98bdc3b29155e0c73a8c6f7b169a04a5af832bf9228fea557	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S15_06.tsv	7a9ceaa90bfbf86ca083d2b07b949488d7884e7465814b6315e1ec87b5ba9752	210	module | current_source_table | current_script | direct_inputs | direct_outputs | software_environment | status | source_sha256 | script_sha256 | verification		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/FIGURE1_DISPLAY_UMAP_COORDINATES_V1.tsv	1dd194ef36b6a478dda8a8288319bffbc5c4c9bc29921290cd4f6a854a92e587	新绘图流程/FIGURE1_DISPLAY_SUPPORT_UMAP_AND_PROGRAM_ANALYSIS_V1/FIGURE1_DISPLAY_UMAP_COORDINATES_V1.tsv	3278bee103925ec4796d263d77a3568a168b3079e2fcf970576fbf6b13286f93	86864	UMAP_1 | UMAP_2 | state_id | embedding_status	cell_id | patient_ID | cell_to_sample_ID | cell_to_cluster | barcodes | source_sample_sample_ID | source_sample_patient_ID | source_sample_amp_batch_ID | source_sample_HTO | source_sample_tissue | source_sample_treatment | source_sample_disease | source_sample_Project | source_sample_Species | source_sample_reference | source_sample_library_chemistry | source_sample_prime | source_sample_vdj_kit | source_sample_details | source_sample_prep | source_sample_notes | source_sample_treatment_Resp | source_sample_Immune_Infiltration | source_cluster_compartment | source_cluster_group | source_cluster_type | source_cluster_subgroup | source_cluster_cluster_ID | source_cluster_exclude	Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/FIGURE1_MARKER_UMAP_VALUES_V1.tsv	9fb1e2eea799321a177c73a99a2372de23c5a529e84e3054a407211d55ea96b0	新绘图流程/FIGURE1_DISPLAY_SUPPORT_UMAP_AND_PROGRAM_ANALYSIS_V1/FIGURE1_MARKER_UMAP_VALUES_V1.tsv	8f93acc2c4eac0072b777fadfbc962d8f6794de4e23f8a636a75472cfcfbdb99	86864	PTPN22 | TCF7 | GZMB | CXCL13	cell_id	Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/B_STATE_RECURRENCE.tsv	db2e328eccbfdd042956be81d7e647fb00a27ac51c7415fe6739bf6a338a0ff5	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/B_STATE_RECURRENCE.tsv	fa06fc9150b31befc78511a98afb314624c1703641f20e829cc423473086d354	6	candidate | state | dataset_discovery | n_patients_discovery | median_patient_rho_discovery | ci_lower_discovery | ci_upper_discovery | positive_patient_fraction_discovery | dataset_replication | n_patients_replication | median_patient_rho_replication | ci_lower_replication | ci_upper_replication | positive_patient_fraction_replication | direction_concordant | both_majority_same_direction		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/FIGURE1_FUNCTIONAL_UCELL_VALUES_V1.tsv	7104e7123e97bdf45df1bcd1e3ca88462f56a7c873c264995f7e270b6add9f42	新绘图流程/FIGURE1_DISPLAY_SUPPORT_UMAP_AND_PROGRAM_ANALYSIS_V1/FIGURE1_FUNCTIONAL_UCELL_VALUES_V1.tsv	28a00b707cc3b69ab2380aaf0d69351e4c861ef8402a5132a87db16fd00fdff1	86864	TCR_activation_UCell | cytotoxicity_UCell | exhaustion_UCell | Treg_UCell	cell_id	Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/FIGURE1_STATE_PROGRAM_ASSOCIATION_PLOT_READY.tsv	4666f6729fce698b1e894030ad5db08a9157e73f3d5600a3e8dc5fcad8a7cd33	HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/data/FIGURE1_STATE_PROGRAM_ASSOCIATION_PLOT_READY.tsv	5c2e56f0ec741d901957e0bf13f059a246332308b3fef20641138ab6eff5270a	72	state | program | n_patient_states | n_genes | genes_used | beta_per_1SD_PTPN22 | ci_lower | ci_upper | p_value | state_order | program_order | ci_excludes_zero | semantic_label | source_status		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/D_FOUR_COHORTS.tsv	7555162326cb4fa53dbaba94faac9e4e4918913087a61dd2a4ae23985e68c05f	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/D_FOUR_COHORTS.tsv	01c847a9005632447512fafc777d84e9d28e316d40b518e8f2a5752eaec1cb5c	4	display_order | dataset | endpoint | scale | n_responder | n_nonresponder | hedges_g | standard_error | ci_lower_g | ci_upper_g | extraction_operation | source_path		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/D_PRIMARY_META.tsv	68f1e0af35276e57ba8b4a4b002ea1a124e07f6ce561df5aeb4e63126785da10	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/D_PRIMARY_META.tsv	6e0ada594ff532a798c61d8494dbb998248317d2a0caed7f6fc1709a577f4b74	1	model_id | analysis_family | method | status | k | included_cohorts | omitted_cohort | pooled_hedges_g | standard_error | ci_low | ci_high | p_value | tau2 | Q | Q_df | Q_p | I2_percent | hksj_scale | prediction_interval_low | prediction_interval_high | positive_cohorts | negative_cohorts | reason		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/E_PATIENT_COMPONENTS.tsv	e8101ebfeee7ab7590335e070de1786470ad4e8284e2e7ef7bda975dfa64d984	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/E_PATIENT_COMPONENTS.tsv	59bf60a9b59fb0aa120bd87d8a456708460f6765b078e923f0b71f8ed41c7fd9	108	lineage | plot_unit | condition | component | value		Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/F_LINEAGE_SUMMARY.tsv	2aa607e45aa714ddd7249348dba6a6ac987e6b0cb61423e33d8de137fe853743	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/F_LINEAGE_SUMMARY.tsv	1fb3c28b37fc49d423387fac16635e185022a82c5902749e234de12dac1ac9e2	6	lineage | condition | median_C_total | median_C_between | median_C_within | n | final_gate		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/F_SINGLE_STATE_LOSO.tsv	691d71910ab10f4079ce7e33ee8ee947b944229d87d42eb0f7b090c31d25c105	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/F_SINGLE_STATE_LOSO.tsv	7d0ab444c1c50d58e48745f9e6a2802cdf6584591b370f10d6fa9ad95725b7fa	20	source | analysis | lineage | eligible_patient_n | positive_total_n | between_dominant_n | opposing_n | median_C_total | median_C_between | median_C_within | median_abs_between | median_abs_within | median_abs_total | median_abs_between_over_within | median_residual_Pearson | median_residual_Spearman | median_abs_residual_Pearson | core_gate | final_gate | lineage_gate | LOPO_stable | removed_state | removal_type | full_median_C_total | signed_change_C_total | absolute_change_C_total | relative_change_C_total | full_median_C_between | signed_change_C_between | absolute_change_C_between | relative_change_C_between | full_median_C_within | signed_change_C_within | absolute_change_C_within | relative_change_C_within | full_median_abs_between | signed_change_abs_between | absolute_change_abs_between | relative_change_abs_between | matched_reference_patient_n | matched_reference_median_abs_between | between_reduction_fraction | architecture_changed | HIGH_INFLUENCE_STATE | catastrophic_collapse		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/G1_PROGRAM_SHIFTS.tsv	8b872e5f624bd98a99342e4e7b48da9207f3a34be7a3cb41fa8b4fc479cf963b	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/G1_PROGRAM_SHIFTS.tsv	8fca0555b3392a3a5c2ad18651a03d26942e2033ab72f9092e9914aa5876a1d1	3	system | condition | eligible_genes | AF35_genes | AF35_PROGRAM_SHIFT | mean_raw_oriented_effect | median_raw_oriented_effect | positive_gene_n | negative_gene_n | zero_gene_n | positive_fraction | negative_fraction		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/G1_ORIENTED_GENE_EFFECTS.tsv	099cf26cb737a0e9d685695b4af509ad25e65d754dff3d7c085aa5b3833c9593	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/G1_ORIENTED_GENE_EFFECTS.tsv	430364a352afd2cf5c07b3a499264f8fd2c0c4412537ed7dde153533863d20bb	105	gene | system | condition | contrast | native_effect | orientation_factor | eligible | is_AF35 | is_PTPN22 | oriented_effect | rank_score | average_rank | percentile_rank | gene_rank		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/G1_RANDOM_REFERENCES.tsv	6ac4bd5c70491c81baa1c738e4ec84a8035493a25bad48831552171da5d96805	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/G1_RANDOM_REFERENCES.tsv	c9a8a7abdb862083db48ec9523d9dbefb619c67bcc5bcd5c51ac4c60576a0b1a	3	reference | observed | random_median | random_q025 | random_q975 | random_n | count_ge | count_le | count_equal | reference_percentile | formal_p_value_reported		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/G2_GENOTYPE_EFFECT.tsv	482e02e4822cf53b85acaee71eef94bade01bb01962f6ce5a6294c8a6739ccdc	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/G2_GENOTYPE_EFFECT.tsv	e37738704da92ac997e6cc8772ea6b1b5b01dd28a321d29a8371b8681183b30b	1	program | D_TT_minus_CC | exact_P | BH_q | CC_n | TT_n | CC_mean_delta | TT_mean_delta | CC_median_delta | TT_median_delta | CC_min_delta | CC_max_delta | TT_min_delta | TT_max_delta | CC_positive_delta_n | TT_positive_delta_n | pooled_delta_SD | Hedges_g | J | bootstrap_D_CI95_low | bootstrap_D_CI95_high | bootstrap_g_CI95_low | bootstrap_g_CI95_high | bootstrap_n | bootstrap_g_invalid_n | bootstrap_seed | permutation_extreme_n | permutation_total_n		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/G2_DONORS.tsv	59a6f7ed1bc6ff1d3181c45a611cc94699eb8bf5969b35c5756166ea07fff219	绘图视觉/FIGURE1_FINAL_DATA_DRIVEN_PRODUCTION_V1/figure_ready/G2_DONORS.tsv	5193addb9ccd87cb7ebbd4c4ad32e63fa66871d1b6fcd4b3939450c6b5ececa8	16	genotype | program | naive_score | activated_score | delta | delta_positive | overall_order	individual_id	Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_FUNCTIONAL_ROLE_ANNOTATION.tsv	b8afaabdbb5e9814b3aeda2a0b2f3559e6d761e8f93264ebfdef78b908849acd	AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/AF35_FUNCTIONAL_ROLE_ANNOTATION.tsv	808bca17fffdb919c4ba1c638c7b136402ced1ff5ceb8bcfd51e7f15a8e3e106	35	gene_rank | gene | primary_functional_role | secondary_functional_roles | molecular_layer | T_cell_relevance | interpretive_layers | annotation_evidence_source | evidence_identifier | PMIDs | evidence_url | evidence_codes | annotation_confidence | annotation_type | historical_construction_block		Identifier columns removed where present	35	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_PTPN22_GENE_COUPLING.tsv	6e62fdb7f62c6d8ac2e95a09f14e07a299c7293e088817ae542a847827682fe8	AF35_FUNCTIONAL_ROLE_STATE_ARCHITECTURE_v1/AF35_PTPN22_GENE_COUPLING.tsv	d692d47956a8e678fc81139e5f71da61e57290a57c2ce9aefbde7395bc4bbc4a	70	cohort | n | gene_rank | gene | PTPN22_spearman | PTPN22_pearson | direction | cross_cohort_direction_consistent		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_PROGRAM_COHERENCE_GENE_CORRELATION_ERP117672.tsv	1031bf37015e06089c61f3a9e19dbeb50d1c8006519cbff34b1030a4a474b280	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_GENE_CORRELATION_ERP117672.tsv	0d45783bb520b7fc8cd38bbd44cbeff2499320d7d2239df7220bd30692cd201c	35	gene | CD3D | CD3E | CD3G | CD247 | LCK | FYN | ZAP70 | LAT | LCP2 | TRAT1 | NFKB1 | REL | RELA | NFKBIA | TNFAIP3 | STAT1 | IRF1 | IFIT1 | IFIT2 | IFIT3 | ISG15 | MX1 | OAS1 | CXCL9 | CXCL10 | IFNG | TNF | CCL5 | NKG7 | PRF1 | GZMB | PDCD1 | LAG3 | TIGIT | TOX		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_PROGRAM_COHERENCE_GENE_CORRELATION_GSE302495.tsv	81565410712d75d24d89790ed1007cd0d4841d7746bcc274375b451ea15c8e90	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_GENE_CORRELATION_GSE302495.tsv	0bc7e4ef82d752f535399f4e99e53e7f385f272cd8dda4ad711bb5dcf60c440f	35	gene | CD3D | CD3E | CD3G | CD247 | LCK | FYN | ZAP70 | LAT | LCP2 | TRAT1 | NFKB1 | REL | RELA | NFKBIA | TNFAIP3 | STAT1 | IRF1 | IFIT1 | IFIT2 | IFIT3 | ISG15 | MX1 | OAS1 | CXCL9 | CXCL10 | IFNG | TNF | CCL5 | NKG7 | PRF1 | GZMB | PDCD1 | LAG3 | TIGIT | TOX		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_PROGRAM_COHERENCE_COVARIANCE_VECTORS.tsv	82faf876afc621ee3e3cd494820267c725c2ebc07588ddba6bb1e1b2a91d470b	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_COVARIANCE_VECTORS.tsv	fdb4e65e386396286d0046bca2a4cc422d982dc37284ab87976bb5ed5e957dc6	595	gene_i | gene_j | ERP117672 | GSE302495		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_PROGRAM_COHERENCE_CROSS_COHORT.tsv	c308f82c00dcfb4c14fba2af79d03d8445048ba40cf84040f9c4ee5b24b5e0ae	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_CROSS_COHORT.tsv	745d94ee61dea4304a8d4a8f17b0aa8318f0a30306a881f22e1aeec31d928477	1	cohort_pair | pair_n | gene_n | covariance_pearson | covariance_spearman | connectivity_pearson | connectivity_spearman		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_PROGRAM_COHERENCE_WITHIN_COHORT_SUMMARY.tsv	3a0a48f4ab0dda07f86a066a259c8416fe8d329747cfe89b2e157b328e600afa	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_WITHIN_COHORT_SUMMARY.tsv	91d24a48b550987442483ae94946f16ba238cd53f440a597fb40e1bc8a1dc29c	2	cohort | n | gene_n | pair_n | median_pairwise | mean_pairwise | positive_pair_fraction | pair_q025 | pair_q975 | PC1_variance | PC2_variance | median_gene_to_rest | min_gene_to_rest | max_gene_to_rest | split_half_median | split_half_q025 | split_half_q975 | spearman_brown_median		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_PROGRAM_COHERENCE_PCA.tsv	ce320a09bbdc12d9e4f779abb2b91cd801ab20319c959b4a56ebaa73ec9bd4ae	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_PCA.tsv	73b69993a79e80799c900c6041f527fc7738d58a7f75d32c04a5f32598b452e0	4	cohort | component | variance_explained | diagnostic_only		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_PROGRAM_COHERENCE_SPLIT_HALF.tsv	df64feedae10b421bacb58a748684a77727c8be97ad734d89c8729caa446ffc0	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_SPLIT_HALF.tsv	308a67bec0ac0cb384464a3da3bebc894dcb7b2d259b0c4da2f39cb232abe3eb	10000	cohort | partition | rho | spearman_brown		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_PROGRAM_COHERENCE_RANDOM_REFERENCE_RESULTS.tsv	65f49d870c44286b7d6a8b73834410809c30d5860abf8ce9d926009612c74a94	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_RANDOM_REFERENCE_RESULTS.tsv	af4dd9830cd4be85c1b3e8e59252921940c502647a009de24aa395f39025cdee	2000	program_id | ERP117672__median_pairwise | ERP117672__PC1_variance | ERP117672__median_gene_to_rest | GSE302495__median_pairwise | GSE302495__PC1_variance | GSE302495__median_gene_to_rest | covariance_pearson | covariance_spearman | connectivity_pearson | connectivity_spearman		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/AF35_PROGRAM_COHERENCE_RANDOM_REFERENCE_SUMMARY.tsv	aad826125eb67d4d01a572349b4c5141aa9dba39f7b568f5d58a121f07465ee5	AF35_RESPONSE_BLIND_PROGRAM_COHERENCE_v1/AF35_PROGRAM_COHERENCE_RANDOM_REFERENCE_SUMMARY.tsv	2907681423220cdc70612e6363e5c4d742cbb1beb28f55ad8b4367f0d81d7a64	10	metric | AF35_observed | reference_n | reference_median | reference_q025 | reference_q975 | n_ge_AF35 | empirical_position_fraction_strictly_below | interpretation		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/GSE235863_CLONE_PATIENT_SUMMARIES.tsv	10d6e7f1887b98605eaf3e07dd44c565a6952ac995c6d0235e1d8ba4218c6ede	HCC_ICI_project/05_results/tables/phase3/GSE235863_CLONE_PATIENT_SUMMARIES.tsv	ed36a43f7745e1bc966fe7749250815ecf8976e1ca6510baeb02150cc8a1c639	9	plot_unit | response_group | n_cells | n_clonotypes | max_clone_size | expanded_cell_fraction | large_expanded_cell_fraction | normalized_shannon | clonality | mean_ptpn22_log1p_cp10k | ptpn22_detection_fraction | expanded_minus_singleton_ptpn22 | large_minus_singleton_ptpn22 | expanded_minus_singleton_detection | clone_size_ptpn22_spearman | multistate_expanded_clone_fraction | persistent_cell_fraction_longitudinal | persistent_clonotype_fraction_longitudinal | persistent_minus_nonpersistent_ptpn22 | persistent_state_switch_fraction		Original identity removed; file/domain-scoped plot labels only	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/GSE235863_EXACT_LINKED_TCELL_ATLAS.tsv	4eb94938c55c6c8ab35978dd20efea360ab244f1eacf3a7030f4c3ced4a908b4	HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/data/GSE235863_EXACT_LINKED_TCELL_ATLAS.tsv.gz	e29756662bf86af91f6d5ca03ab65ac4845c995330744e55392bd87d0898476a	58872	major_cluster | sub_cluster | state_order | af35_primary | UMAP_1 | UMAP_2	source_row_order | barcode | obs_row | patient | response_group | sample | timepoint | tissue | clone.id | clonotype_key | cdr3_pair_aa | clone.size | expansion_category | expansion_binary | persistence_eligible | persistent_within_tissue | persistence_context | later_observed_eligible | later_observed_status | baseline_sample_id | followup_sample_id | ptpn22_raw_count | total_raw_umi | ptpn22_log1p_cp10k | ptpn22_detected | coordinate_source | biological_replicate	Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/GSE235863_FROZEN_PROGRAM_CELL_SCORES.tsv	ef5d173753ee01b1a9e1d4959ae48609234c086ad0414454f9c2ade545294bb1	HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/data/GSE235863_FROZEN_PROGRAM_CELL_SCORES.tsv	9a8e2cacf594599cba60dabb815dc7f2e6beb8824411aa66db9b1e5fdb2ad83f	58872	released_t_cell_state | TCR_activation | cytotoxicity | exhaustion	barcode | obs_row | patient | sample | timepoint | tissue | major_cluster | clone_id | clonotype_key | clone_size | expansion_category | expanded_context | persistence_eligible | persistence_context | later_observed_context | NFAT | AP1 | NFkB | IFN_response | IFNG_TNF | checkpoint | proliferation | effector_differentiation | Treg	Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
derived_data/publication_source_tables/GSE235863_STATE_PROGRAM_MATRIX.tsv	8b20377e881843cf4fe737160311824957593a42fb1d978b311b01d4bffe4fe4	HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/data/GSE235863_STATE_PROGRAM_MATRIX.tsv	8b20377e881843cf4fe737160311824957593a42fb1d978b311b01d4bffe4fe4	240	released_t_cell_state | program | n_patients | patient_mean_score | patient_median_score | source_level		Identifier columns removed where present	0	YES	Author manuscript-facing derived summaries/projections; no raw expression matrix or clonotype sequences; original source terms unchanged
