script	status	scientific_role	dataset	figure_or_table_supported	environment	known_external_inputs	runnable_as_is	notes
scripts/frozen_originals/07_perturbation/PTPN22_HUMAN_GENETIC_ACTIVATION_Phase0_v1/scripts/02_build_phase0_audits.py	FROZEN_ANALYSIS_SCRIPT	Perturbation / human genetic activation context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1G,H; Table S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/07_perturbation/sources/PTPN22_HUMAN_GENETIC_ACTIVATION_Phase0_v1/scripts/02_build_phase0_audits.py	HISTORICAL_SCRIPT	Perturbation / human genetic activation context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1G,H; Table S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/07_perturbation/PTPN22_HUMAN_GENETIC_ACTIVATION_Phase1_v1/scripts/02_execute_fixed_analysis.py	FROZEN_ANALYSIS_SCRIPT	Perturbation / human genetic activation context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1G,H; Table S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/07_perturbation/sources/PTPN22_HUMAN_GENETIC_ACTIVATION_Phase1_v1/scripts/02_execute_fixed_analysis.py	HISTORICAL_SCRIPT	Perturbation / human genetic activation context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1G,H; Table S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/07_perturbation/PTPN22_HUMAN_GENETIC_ACTIVATION_Phase1_v1/scripts/03_independent_numeric_qa.py	FROZEN_ANALYSIS_SCRIPT	Perturbation / human genetic activation context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1G,H; Table S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/07_perturbation/sources/PTPN22_HUMAN_GENETIC_ACTIVATION_Phase1_v1/scripts/03_independent_numeric_qa.py	HISTORICAL_SCRIPT	Perturbation / human genetic activation context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1G,H; Table S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/02_state_architecture/PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/00_reuse_sources.py	FROZEN_ANALYSIS_SCRIPT	PTPN22 state architecture and covariance	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/02_state/sources/PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/00_reuse_sources.py	HISTORICAL_SCRIPT	PTPN22 state architecture and covariance	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/02_state_architecture/PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/02_analyze.py	FROZEN_ANALYSIS_SCRIPT	PTPN22 state architecture and covariance	GSE235863	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/02_state/sources/PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/02_analyze.py	HISTORICAL_SCRIPT	PTPN22 state architecture and covariance	GSE235863	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/02_state_architecture/PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/coupling_math.py	FROZEN_ANALYSIS_SCRIPT	PTPN22 state architecture and covariance	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/02_state/sources/PTPN22_STATE_AXIS_SPECIFICITY_v1/scripts/coupling_math.py	HISTORICAL_SCRIPT	PTPN22 state architecture and covariance	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 1C,E,F; Tables S4,S5	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/05_spatial/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/00_feasibility_freeze.py	FROZEN_ANALYSIS_SCRIPT	Conditional spatial / adjacent-section context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 4; Tables S9,S10	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/05_spatial/sources/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/00_feasibility_freeze.py	HISTORICAL_SCRIPT	Conditional spatial / adjacent-section context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 4; Tables S9,S10	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/05_spatial/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/01_topology.py	FROZEN_ANALYSIS_SCRIPT	Conditional spatial / adjacent-section context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 4; Tables S9,S10	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/05_spatial/sources/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/01_topology.py	HISTORICAL_SCRIPT	Conditional spatial / adjacent-section context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 4; Tables S9,S10	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/frozen_originals/05_spatial/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/common.py	FROZEN_ANALYSIS_SCRIPT	Conditional spatial / adjacent-section context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 4; Tables S9,S10	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	Exact sanitized rc1 source blob. Module association is documented, not a unique production-script certification.
scripts/current/05_spatial/sources/WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/scripts/common.py	HISTORICAL_SCRIPT	Conditional spatial / adjacent-section context	See family role, panel index and data/SOURCE_DATA_MANIFEST.tsv	Figure 4; Tables S9,S10	environment/Python_environment.txt	data/SOURCE_DATA_MANIFEST.tsv; historical input expressions in provenance/DIRECT_IO_CONTRACT.tsv; module freeze/protocol/helper records may be absent	NO_ARCHIVAL	RC2 packaging copy retained for transparency; not a second current entrypoint. Prefer frozen_originals for historical implementation. 
scripts/display/figure1/build_figure1.py	DISPLAY_SCRIPT	Historical figure display/compositing; not numerical producer	See panel-specific provenance	Figure 1	environment/Python_environment.txt	Frozen figure assets and display helper modules; local adaptation required	NO_ARCHIVAL	Local workstation prefix sanitized; original hash in release/DISPLAY_SCRIPT_BINDINGS.tsv
scripts/display/figure2/figure2.py	DISPLAY_SCRIPT	Historical figure display/compositing; not numerical producer	See panel-specific provenance	Figure 2	environment/Python_environment.txt	Frozen figure assets and display helper modules; local adaptation required	NO_ARCHIVAL	Local workstation prefix sanitized; original hash in release/DISPLAY_SCRIPT_BINDINGS.tsv
scripts/display/figure3/figure4.py	DISPLAY_SCRIPT	Historical figure display/compositing; not numerical producer	See panel-specific provenance	Figure 3	environment/Python_environment.txt	Frozen figure assets and display helper modules; local adaptation required	NO_ARCHIVAL	Local workstation prefix sanitized; original hash in release/DISPLAY_SCRIPT_BINDINGS.tsv
scripts/display/figure4/build_atlas.py	DISPLAY_SCRIPT	Historical figure display/compositing; not numerical producer	See panel-specific provenance	Figure 4	environment/Python_environment.txt	Frozen figure assets and display helper modules; local adaptation required	NO_ARCHIVAL	Local workstation prefix sanitized; original hash in release/DISPLAY_SCRIPT_BINDINGS.tsv
scripts/utilities/inspect_prerequisites.py	UTILITY_SCRIPT	Package integrity / archive inspection / code-only materialization	Not applicable	Not applicable	Python standard library	Included archive metadata	YES	Does not execute analyses or download data.
scripts/utilities/materialize_workspace.py	UTILITY_SCRIPT	Package integrity / archive inspection / code-only materialization	Not applicable	Not applicable	Python standard library	Included archive metadata	YES	Does not execute analyses or download data.
scripts/utilities/verify_release.py	UTILITY_SCRIPT	Package integrity / archive inspection / code-only materialization	Not applicable	Not applicable	Python standard library	Included archive metadata	YES	Does not execute analyses or download data.
